## Big5-HKSCS:1999 vs Unicode mapping table
## 
## Date: 24 Feb 2002 22:13:00 +0900
## License: Public Domain.
## 
## Big5	Unicode	UnicodeAlternate	UnicodeName
0xA8E4	U+5176		# <cjk>
0xA8E5	U+5178		# <cjk>
0xA8E6	U+51BD		# <cjk>
0xA8E7	U+51FD		# <cjk>
0xA8E8	U+523B		# <cjk>
0xA8E9	U+5238		# <cjk>
0xA8EA	U+5237		# <cjk>
0xA8EB	U+523A		# <cjk>
0xA8EC	U+5230		# <cjk>
0xA8ED	U+522E		# <cjk>
0xA8EE	U+5236		# <cjk>
0xA8EF	U+5241		# <cjk>
0xA8F0	U+52BE		# <cjk>
0xA8F1	U+52BB		# <cjk>
0xA8F2	U+5352		# <cjk>
0xA8F3	U+5354		# <cjk>
0xA8F4	U+5353		# <cjk>
0xA8F5	U+5351		# <cjk>
0xA8F6	U+5366		# <cjk>
0xA8F7	U+5377		# <cjk>
0xA8F8	U+5378		# <cjk>
0xA8F9	U+5379		# <cjk>
0xA8FA	U+53D6		# <cjk>
0xA8FB	U+53D4		# <cjk>
0xA8FC	U+53D7		# <cjk>
0xA8FD	U+5473		# <cjk>
0xA8FE	U+5475		# <cjk>
0xA940	U+5496		# <cjk>
0xA941	U+5478		# <cjk>
0xA942	U+5495		# <cjk>
0xA943	U+5480		# <cjk>
0xA944	U+547B		# <cjk>
0xA945	U+5477		# <cjk>
0xA946	U+5484		# <cjk>
0xA947	U+5492		# <cjk>
0xA948	U+5486		# <cjk>
0xA949	U+547C		# <cjk>
0xA94A	U+5490		# <cjk>
0xA94B	U+5471		# <cjk>
0xA94C	U+5476		# <cjk>
0xA94D	U+548C		# <cjk>
0xA94E	U+549A		# <cjk>
0xA94F	U+5462		# <cjk>
0xA950	U+5468		# <cjk>
0xA951	U+548B		# <cjk>
0xA952	U+547D		# <cjk>
0xA953	U+548E		# <cjk>
0xA954	U+56FA		# <cjk>
0xA955	U+5783		# <cjk>
0xA956	U+5777		# <cjk>
0xA957	U+576A		# <cjk>
0xA958	U+5769		# <cjk>
0xA959	U+5761		# <cjk>
0xA95A	U+5766		# <cjk>
0xA95B	U+5764		# <cjk>
0xA95C	U+577C		# <cjk>
0xA95D	U+591C		# <cjk>
0xA95E	U+5949		# <cjk>
0xA95F	U+5947		# <cjk>
0xA960	U+5948		# <cjk>
0xA961	U+5944		# <cjk>
0xA962	U+5954		# <cjk>
0xA963	U+59BE		# <cjk>
0xA964	U+59BB		# <cjk>
0xA965	U+59D4		# <cjk>
0xA966	U+59B9		# <cjk>
0xA967	U+59AE		# <cjk>
0xA968	U+59D1		# <cjk>
0xA969	U+59C6		# <cjk>
0xA96A	U+59D0		# <cjk>
0xA96B	U+59CD		# <cjk>
0xA96C	U+59CB		# <cjk>
0xA96D	U+59D3		# <cjk>
0xA96E	U+59CA		# <cjk>
0xA96F	U+59AF		# <cjk>
0xA970	U+59B3		# <cjk>
0xA971	U+59D2		# <cjk>
0xA972	U+59C5		# <cjk>
0xA973	U+5B5F		# <cjk>
0xA974	U+5B64		# <cjk>
0xA975	U+5B63		# <cjk>
0xA976	U+5B97		# <cjk>
0xA977	U+5B9A		# <cjk>
0xA978	U+5B98		# <cjk>
0xA979	U+5B9C		# <cjk>
0xA97A	U+5B99		# <cjk>
0xA97B	U+5B9B		# <cjk>
0xA97C	U+5C1A		# <cjk>
0xA97D	U+5C48		# <cjk>
0xA97E	U+5C45		# <cjk>
0xA9A1	U+5C46		# <cjk>
0xA9A2	U+5CB7		# <cjk>
0xA9A3	U+5CA1		# <cjk>
0xA9A4	U+5CB8		# <cjk>
0xA9A5	U+5CA9		# <cjk>
0xA9A6	U+5CAB		# <cjk>
0xA9A7	U+5CB1		# <cjk>
0xA9A8	U+5CB3		# <cjk>
0xA9A9	U+5E18		# <cjk>
0xA9AA	U+5E1A		# <cjk>
0xA9AB	U+5E16		# <cjk>
0xA9AC	U+5E15		# <cjk>
0xA9AD	U+5E1B		# <cjk>
0xA9AE	U+5E11		# <cjk>
0xA9AF	U+5E78		# <cjk>
0xA9B0	U+5E9A		# <cjk>
0xA9B1	U+5E97		# <cjk>
0xA9B2	U+5E9C		# <cjk>
0xA9B3	U+5E95		# <cjk>
0xA9B4	U+5E96		# <cjk>
0xA9B5	U+5EF6		# <cjk>
0xA9B6	U+5F26		# <cjk>
0xA9B7	U+5F27		# <cjk>
0xA9B8	U+5F29		# <cjk>
0xA9B9	U+5F80		# <cjk>
0xA9BA	U+5F81		# <cjk>
0xA9BB	U+5F7F		# <cjk>
0xA9BC	U+5F7C		# <cjk>
0xA9BD	U+5FDD		# <cjk>
0xA9BE	U+5FE0		# <cjk>
0xA9BF	U+5FFD		# <cjk>
0xA9C0	U+5FF5		# <cjk>
0xA9C1	U+5FFF		# <cjk>
0xA9C2	U+600F		# <cjk>
0xA9C3	U+6014		# <cjk>
0xA9C4	U+602F		# <cjk>
0xA9C5	U+6035		# <cjk>
0xA9C6	U+6016		# <cjk>
0xA9C7	U+602A		# <cjk>
0xA9C8	U+6015		# <cjk>
0xA9C9	U+6021		# <cjk>
0xA9CA	U+6027		# <cjk>
0xA9CB	U+6029		# <cjk>
0xA9CC	U+602B		# <cjk>
0xA9CD	U+601B		# <cjk>
0xA9CE	U+6216		# <cjk>
0xA9CF	U+6215		# <cjk>
0xA9D0	U+623F		# <cjk>
0xA9D1	U+623E		# <cjk>
0xA9D2	U+6240		# <cjk>
0xA9D3	U+627F		# <cjk>
0xA9D4	U+62C9		# <cjk>
0xA9D5	U+62CC		# <cjk>
0xA9D6	U+62C4		# <cjk>
0xA9D7	U+62BF		# <cjk>
0xA9D8	U+62C2		# <cjk>
0xA9D9	U+62B9		# <cjk>
0xA9DA	U+62D2		# <cjk>
0xA9DB	U+62DB		# <cjk>
0xA9DC	U+62AB		# <cjk>
0xA9DD	U+62D3		# <cjk>
0xA9DE	U+62D4		# <cjk>
0xA9DF	U+62CB		# <cjk>
0xA9E0	U+62C8		# <cjk>
0xA9E1	U+62A8		# <cjk>
0xA9E2	U+62BD		# <cjk>
0xA9E3	U+62BC		# <cjk>
0xA9E4	U+62D0		# <cjk>
0xA9E5	U+62D9		# <cjk>
0xA9E6	U+62C7		# <cjk>
0xA9E7	U+62CD		# <cjk>
0xA9E8	U+62B5		# <cjk>
0xA9E9	U+62DA		# <cjk>
0xA9EA	U+62B1		# <cjk>
0xA9EB	U+62D8		# <cjk>
0xA9EC	U+62D6		# <cjk>
0xA9ED	U+62D7		# <cjk>
0xA9EE	U+62C6		# <cjk>
0xA9EF	U+62AC		# <cjk>
0xA9F0	U+62CE		# <cjk>
0xA9F1	U+653E		# <cjk>
0xA9F2	U+65A7		# <cjk>
0xA9F3	U+65BC		# <cjk>
0xA9F4	U+65FA		# <cjk>
0xA9F5	U+6614		# <cjk>
0xA9F6	U+6613		# <cjk>
0xA9F7	U+660C		# <cjk>
0xA9F8	U+6606		# <cjk>
0xA9F9	U+6602		# <cjk>
0xA9FA	U+660E		# <cjk>
0xA9FB	U+6600		# <cjk>
0xA9FC	U+660F		# <cjk>
0xA9FD	U+6615		# <cjk>
0xA9FE	U+660A		# <cjk>
0xAA40	U+6607		# <cjk>
0xAA41	U+670D		# <cjk>
0xAA42	U+670B		# <cjk>
0xAA43	U+676D		# <cjk>
0xAA44	U+678B		# <cjk>
0xAA45	U+6795		# <cjk>
0xAA46	U+6771		# <cjk>
0xAA47	U+679C		# <cjk>
0xAA48	U+6773		# <cjk>
0xAA49	U+6777		# <cjk>
0xAA4A	U+6787		# <cjk>
0xAA4B	U+679D		# <cjk>
0xAA4C	U+6797		# <cjk>
0xAA4D	U+676F		# <cjk>
0xAA4E	U+6770		# <cjk>
0xAA4F	U+677F		# <cjk>
0xAA50	U+6789		# <cjk>
0xAA51	U+677E		# <cjk>
0xAA52	U+6790		# <cjk>
0xAA53	U+6775		# <cjk>
0xAA54	U+679A		# <cjk>
0xAA55	U+6793		# <cjk>
0xAA56	U+677C		# <cjk>
0xAA57	U+676A		# <cjk>
0xAA58	U+6772		# <cjk>
0xAA59	U+6B23		# <cjk>
0xAA5A	U+6B66		# <cjk>
0xAA5B	U+6B67		# <cjk>
0xAA5C	U+6B7F		# <cjk>
0xAA5D	U+6C13		# <cjk>
0xAA5E	U+6C1B		# <cjk>
0xAA5F	U+6CE3		# <cjk>
0xAA60	U+6CE8		# <cjk>
0xAA61	U+6CF3		# <cjk>
0xAA62	U+6CB1		# <cjk>
0xAA63	U+6CCC		# <cjk>
0xAA64	U+6CE5		# <cjk>
0xAA65	U+6CB3		# <cjk>
0xAA66	U+6CBD		# <cjk>
0xAA67	U+6CBE		# <cjk>
0xAA68	U+6CBC		# <cjk>
0xAA69	U+6CE2		# <cjk>
0xAA6A	U+6CAB		# <cjk>
0xAA6B	U+6CD5		# <cjk>
0xAA6C	U+6CD3		# <cjk>
0xAA6D	U+6CB8		# <cjk>
0xAA6E	U+6CC4		# <cjk>
0xAA6F	U+6CB9		# <cjk>
0xAA70	U+6CC1		# <cjk>
0xAA71	U+6CAE		# <cjk>
0xAA72	U+6CD7		# <cjk>
0xAA73	U+6CC5		# <cjk>
0xAA74	U+6CF1		# <cjk>
0xAA75	U+6CBF		# <cjk>
0xAA76	U+6CBB		# <cjk>
0xAA77	U+6CE1		# <cjk>
0xAA78	U+6CDB		# <cjk>
0xAA79	U+6CCA		# <cjk>
0xAA7A	U+6CAC		# <cjk>
0xAA7B	U+6CEF		# <cjk>
0xAA7C	U+6CDC		# <cjk>
0xAA7D	U+6CD6		# <cjk>
0xAA7E	U+6CE0		# <cjk>
0xAAA1	U+7095		# <cjk>
0xAAA2	U+708E		# <cjk>
0xAAA3	U+7092		# <cjk>
0xAAA4	U+708A		# <cjk>
0xAAA5	U+7099		# <cjk>
0xAAA6	U+722C		# <cjk>
0xAAA7	U+722D		# <cjk>
0xAAA8	U+7238		# <cjk>
0xAAA9	U+7248		# <cjk>
0xAAAA	U+7267		# <cjk>
0xAAAB	U+7269		# <cjk>
0xAAAC	U+72C0		# <cjk>
0xAAAD	U+72CE		# <cjk>
0xAAAE	U+72D9		# <cjk>
0xAAAF	U+72D7		# <cjk>
0xAAB0	U+72D0		# <cjk>
0xAAB1	U+73A9		# <cjk>
0xAAB2	U+73A8		# <cjk>
0xAAB3	U+739F		# <cjk>
0xAAB4	U+73AB		# <cjk>
0xAAB5	U+73A5		# <cjk>
0xAAB6	U+753D		# <cjk>
0xAAB7	U+759D		# <cjk>
0xAAB8	U+7599		# <cjk>
0xAAB9	U+759A		# <cjk>
0xAABA	U+7684		# <cjk>
0xAABB	U+76C2		# <cjk>
0xAABC	U+76F2		# <cjk>
0xAABD	U+76F4		# <cjk>
0xAABE	U+77E5		# <cjk>
0xAABF	U+77FD		# <cjk>
0xAAC0	U+793E		# <cjk>
0xAAC1	U+7940		# <cjk>
0xAAC2	U+7941		# <cjk>
0xAAC3	U+79C9		# <cjk>
0xAAC4	U+79C8		# <cjk>
0xAAC5	U+7A7A		# <cjk>
0xAAC6	U+7A79		# <cjk>
0xAAC7	U+7AFA		# <cjk>
0xAAC8	U+7CFE		# <cjk>
0xAAC9	U+7F54		# <cjk>
0xAACA	U+7F8C		# <cjk>
0xAACB	U+7F8B		# <cjk>
0xAACC	U+8005		# <cjk>
0xAACD	U+80BA		# <cjk>
0xAACE	U+80A5		# <cjk>
0xAACF	U+80A2		# <cjk>
0xAAD0	U+80B1		# <cjk>
0xAAD1	U+80A1		# <cjk>
0xAAD2	U+80AB		# <cjk>
0xAAD3	U+80A9		# <cjk>
0xAAD4	U+80B4		# <cjk>
0xAAD5	U+80AA		# <cjk>
0xAAD6	U+80AF		# <cjk>
0xAAD7	U+81E5		# <cjk>
0xAAD8	U+81FE		# <cjk>
0xAAD9	U+820D		# <cjk>
0xAADA	U+82B3		# <cjk>
0xAADB	U+829D		# <cjk>
0xAADC	U+8299		# <cjk>
0xAADD	U+82AD		# <cjk>
0xAADE	U+82BD		# <cjk>
0xAADF	U+829F		# <cjk>
0xAAE0	U+82B9		# <cjk>
0xAAE1	U+82B1		# <cjk>
0xAAE2	U+82AC		# <cjk>
0xAAE3	U+82A5		# <cjk>
0xAAE4	U+82AF		# <cjk>
0xAAE5	U+82B8		# <cjk>
0xAAE6	U+82A3		# <cjk>
0xAAE7	U+82B0		# <cjk>
0xAAE8	U+82BE		# <cjk>
0xAAE9	U+82B7		# <cjk>
0xAAEA	U+864E		# <cjk>
0xAAEB	U+8671		# <cjk>
0xAAEC	U+521D		# <cjk>
0xAAED	U+8868		# <cjk>
0xAAEE	U+8ECB		# <cjk>
0xAAEF	U+8FCE		# <cjk>
0xAAF0	U+8FD4		# <cjk>
0xAAF1	U+8FD1		# <cjk>
0xAAF2	U+90B5		# <cjk>
0xAAF3	U+90B8		# <cjk>
0xAAF4	U+90B1		# <cjk>
0xAAF5	U+90B6		# <cjk>
0xAAF6	U+91C7		# <cjk>
0xAAF7	U+91D1		# <cjk>
0xAAF8	U+9577		# <cjk>
0xAAF9	U+9580		# <cjk>
0xAAFA	U+961C		# <cjk>
0xAAFB	U+9640		# <cjk>
0xAAFC	U+963F		# <cjk>
0xAAFD	U+963B		# <cjk>
0xAAFE	U+9644		# <cjk>
0xAB40	U+9642		# <cjk>
0xAB41	U+96B9		# <cjk>
0xAB42	U+96E8		# <cjk>
0xAB43	U+9752		# <cjk>
0xAB44	U+975E		# <cjk>
0xAB45	U+4E9F		# <cjk>
0xAB46	U+4EAD		# <cjk>
0xAB47	U+4EAE		# <cjk>
0xAB48	U+4FE1		# <cjk>
0xAB49	U+4FB5		# <cjk>
0xAB4A	U+4FAF		# <cjk>
0xAB4B	U+4FBF		# <cjk>
0xAB4C	U+4FE0		# <cjk>
0xAB4D	U+4FD1		# <cjk>
0xAB4E	U+4FCF		# <cjk>
0xAB4F	U+4FDD		# <cjk>
0xAB50	U+4FC3		# <cjk>
0xAB51	U+4FB6		# <cjk>
0xAB52	U+4FD8		# <cjk>
0xAB53	U+4FDF		# <cjk>
0xAB54	U+4FCA		# <cjk>
0xAB55	U+4FD7		# <cjk>
0xAB56	U+4FAE		# <cjk>
0xAB57	U+4FD0		# <cjk>
0xAB58	U+4FC4		# <cjk>
0xAB59	U+4FC2		# <cjk>
0xAB5A	U+4FDA		# <cjk>
0xAB5B	U+4FCE		# <cjk>
0xAB5C	U+4FDE		# <cjk>
0xAB5D	U+4FB7		# <cjk>
0xAB5E	U+5157		# <cjk>
0xAB5F	U+5192		# <cjk>
0xAB60	U+5191		# <cjk>
0xAB61	U+51A0		# <cjk>
0xAB62	U+524E		# <cjk>
0xAB63	U+5243		# <cjk>
0xAB64	U+524A		# <cjk>
0xAB65	U+524D		# <cjk>
0xAB66	U+524C		# <cjk>
0xAB67	U+524B		# <cjk>
0xAB68	U+5247		# <cjk>
0xAB69	U+52C7		# <cjk>
0xAB6A	U+52C9		# <cjk>
0xAB6B	U+52C3		# <cjk>
0xAB6C	U+52C1		# <cjk>
0xAB6D	U+530D		# <cjk>
0xAB6E	U+5357		# <cjk>
0xAB6F	U+537B		# <cjk>
0xAB70	U+539A		# <cjk>
0xAB71	U+53DB		# <cjk>
0xAB72	U+54AC		# <cjk>
0xAB73	U+54C0		# <cjk>
0xAB74	U+54A8		# <cjk>
0xAB75	U+54CE		# <cjk>
0xAB76	U+54C9		# <cjk>
0xAB77	U+54B8		# <cjk>
0xAB78	U+54A6		# <cjk>
0xAB79	U+54B3		# <cjk>
0xAB7A	U+54C7		# <cjk>
0xAB7B	U+54C2		# <cjk>
0xAB7C	U+54BD		# <cjk>
0xAB7D	U+54AA		# <cjk>
0xAB7E	U+54C1		# <cjk>
0xABA1	U+54C4		# <cjk>
0xABA2	U+54C8		# <cjk>
0xABA3	U+54AF		# <cjk>
0xABA4	U+54AB		# <cjk>
0xABA5	U+54B1		# <cjk>
0xABA6	U+54BB		# <cjk>
0xABA7	U+54A9		# <cjk>
0xABA8	U+54A7		# <cjk>
0xABA9	U+54BF		# <cjk>
0xABAA	U+56FF		# <cjk>
0xABAB	U+5782		# <cjk>
0xABAC	U+578B		# <cjk>
0xABAD	U+57A0		# <cjk>
0xABAE	U+57A3		# <cjk>
0xABAF	U+57A2		# <cjk>
0xABB0	U+57CE		# <cjk>
0xABB1	U+57AE		# <cjk>
0xABB2	U+5793		# <cjk>
0xABB3	U+5955		# <cjk>
0xABB4	U+5951		# <cjk>
0xABB5	U+594F		# <cjk>
0xABB6	U+594E		# <cjk>
0xABB7	U+5950		# <cjk>
0xABB8	U+59DC		# <cjk>
0xABB9	U+59D8		# <cjk>
0xABBA	U+59FF		# <cjk>
0xABBB	U+59E3		# <cjk>
0xABBC	U+59E8		# <cjk>
0xABBD	U+5A03		# <cjk>
0xABBE	U+59E5		# <cjk>
0xABBF	U+59EA		# <cjk>
0xABC0	U+59DA		# <cjk>
0xABC1	U+59E6		# <cjk>
0xABC2	U+5A01		# <cjk>
0xABC3	U+59FB		# <cjk>
0xABC4	U+5B69		# <cjk>
0xABC5	U+5BA3		# <cjk>
0xABC6	U+5BA6		# <cjk>
0xABC7	U+5BA4		# <cjk>
0xABC8	U+5BA2		# <cjk>
0xABC9	U+5BA5		# <cjk>
0xABCA	U+5C01		# <cjk>
0xABCB	U+5C4E		# <cjk>
0xABCC	U+5C4F		# <cjk>
0xABCD	U+5C4D		# <cjk>
0xABCE	U+5C4B		# <cjk>
0xABCF	U+5CD9		# <cjk>
0xABD0	U+5CD2		# <cjk>
0xABD1	U+5DF7		# <cjk>
0xABD2	U+5E1D		# <cjk>
0xABD3	U+5E25		# <cjk>
0xABD4	U+5E1F		# <cjk>
0xABD5	U+5E7D		# <cjk>
0xABD6	U+5EA0		# <cjk>
0xABD7	U+5EA6		# <cjk>
0xABD8	U+5EFA		# <cjk>
0xABD9	U+5F08		# <cjk>
0xABDA	U+5F2D		# <cjk>
0xABDB	U+5F65		# <cjk>
0xABDC	U+5F88		# <cjk>
0xABDD	U+5F85		# <cjk>
0xABDE	U+5F8A		# <cjk>
0xABDF	U+5F8B		# <cjk>
0xABE0	U+5F87		# <cjk>
0xABE1	U+5F8C		# <cjk>
0xABE2	U+5F89		# <cjk>
0xABE3	U+6012		# <cjk>
0xABE4	U+601D		# <cjk>
0xABE5	U+6020		# <cjk>
0xABE6	U+6025		# <cjk>
0xABE7	U+600E		# <cjk>
0xABE8	U+6028		# <cjk>
0xABE9	U+604D		# <cjk>
0xABEA	U+6070		# <cjk>
0xABEB	U+6068		# <cjk>
0xABEC	U+6062		# <cjk>
0xABED	U+6046		# <cjk>
0xABEE	U+6043		# <cjk>
0xABEF	U+606C		# <cjk>
0xABF0	U+606B		# <cjk>
0xABF1	U+606A		# <cjk>
0xABF2	U+6064		# <cjk>
0xABF3	U+6241		# <cjk>
0xABF4	U+62DC		# <cjk>
0xABF5	U+6316		# <cjk>
0xABF6	U+6309		# <cjk>
0xABF7	U+62FC		# <cjk>
0xABF8	U+62ED		# <cjk>
0xABF9	U+6301		# <cjk>
0xABFA	U+62EE		# <cjk>
0xABFB	U+62FD		# <cjk>
0xABFC	U+6307		# <cjk>
0xABFD	U+62F1		# <cjk>
0xABFE	U+62F7		# <cjk>
0xAC40	U+62EF		# <cjk>
0xAC41	U+62EC		# <cjk>
0xAC42	U+62FE		# <cjk>
0xAC43	U+62F4		# <cjk>
0xAC44	U+6311		# <cjk>
0xAC45	U+6302		# <cjk>
0xAC46	U+653F		# <cjk>
0xAC47	U+6545		# <cjk>
0xAC48	U+65AB		# <cjk>
0xAC49	U+65BD		# <cjk>
0xAC4A	U+65E2		# <cjk>
0xAC4B	U+6625		# <cjk>
0xAC4C	U+662D		# <cjk>
0xAC4D	U+6620		# <cjk>
0xAC4E	U+6627		# <cjk>
0xAC4F	U+662F		# <cjk>
0xAC50	U+661F		# <cjk>
0xAC51	U+6628		# <cjk>
0xAC52	U+6631		# <cjk>
0xAC53	U+6624		# <cjk>
0xAC54	U+66F7		# <cjk>
0xAC55	U+67FF		# <cjk>
0xAC56	U+67D3		# <cjk>
0xAC57	U+67F1		# <cjk>
0xAC58	U+67D4		# <cjk>
0xAC59	U+67D0		# <cjk>
0xAC5A	U+67EC		# <cjk>
0xAC5B	U+67B6		# <cjk>
0xAC5C	U+67AF		# <cjk>
0xAC5D	U+67F5		# <cjk>
0xAC5E	U+67E9		# <cjk>
0xAC5F	U+67EF		# <cjk>
0xAC60	U+67C4		# <cjk>
0xAC61	U+67D1		# <cjk>
0xAC62	U+67B4		# <cjk>
0xAC63	U+67DA		# <cjk>
0xAC64	U+67E5		# <cjk>
0xAC65	U+67B8		# <cjk>
0xAC66	U+67CF		# <cjk>
0xAC67	U+67DE		# <cjk>
0xAC68	U+67F3		# <cjk>
0xAC69	U+67B0		# <cjk>
0xAC6A	U+67D9		# <cjk>
0xAC6B	U+67E2		# <cjk>
0xAC6C	U+67DD		# <cjk>
0xAC6D	U+67D2		# <cjk>
0xAC6E	U+6B6A		# <cjk>
0xAC6F	U+6B83		# <cjk>
0xAC70	U+6B86		# <cjk>
0xAC71	U+6BB5		# <cjk>
0xAC72	U+6BD2		# <cjk>
0xAC73	U+6BD7		# <cjk>
0xAC74	U+6C1F		# <cjk>
0xAC75	U+6CC9		# <cjk>
0xAC76	U+6D0B		# <cjk>
0xAC77	U+6D32		# <cjk>
0xAC78	U+6D2A		# <cjk>
0xAC79	U+6D41		# <cjk>
0xAC7A	U+6D25		# <cjk>
0xAC7B	U+6D0C		# <cjk>
0xAC7C	U+6D31		# <cjk>
0xAC7D	U+6D1E		# <cjk>
0xAC7E	U+6D17		# <cjk>
0xACA1	U+6D3B		# <cjk>
0xACA2	U+6D3D		# <cjk>
0xACA3	U+6D3E		# <cjk>
0xACA4	U+6D36		# <cjk>
0xACA5	U+6D1B		# <cjk>
0xACA6	U+6CF5		# <cjk>
0xACA7	U+6D39		# <cjk>
0xACA8	U+6D27		# <cjk>
0xACA9	U+6D38		# <cjk>
0xACAA	U+6D29		# <cjk>
0xACAB	U+6D2E		# <cjk>
0xACAC	U+6D35		# <cjk>
0xACAD	U+6D0E		# <cjk>
0xACAE	U+6D2B		# <cjk>
0xACAF	U+70AB		# <cjk>
0xACB0	U+70BA		# <cjk>
0xACB1	U+70B3		# <cjk>
0xACB2	U+70AC		# <cjk>
0xACB3	U+70AF		# <cjk>
0xACB4	U+70AD		# <cjk>
0xACB5	U+70B8		# <cjk>
0xACB6	U+70AE		# <cjk>
0xACB7	U+70A4		# <cjk>
0xACB8	U+7230		# <cjk>
0xACB9	U+7272		# <cjk>
0xACBA	U+726F		# <cjk>
0xACBB	U+7274		# <cjk>
0xACBC	U+72E9		# <cjk>
0xACBD	U+72E0		# <cjk>
0xACBE	U+72E1		# <cjk>
0xACBF	U+73B7		# <cjk>
0xACC0	U+73CA		# <cjk>
0xACC1	U+73BB		# <cjk>
0xACC2	U+73B2		# <cjk>
0xACC3	U+73CD		# <cjk>
0xACC4	U+73C0		# <cjk>
0xACC5	U+73B3		# <cjk>
0xACC6	U+751A		# <cjk>
0xACC7	U+752D		# <cjk>
0xACC8	U+754F		# <cjk>
0xACC9	U+754C		# <cjk>
0xACCA	U+754E		# <cjk>
0xACCB	U+754B		# <cjk>
0xACCC	U+75AB		# <cjk>
0xACCD	U+75A4		# <cjk>
0xACCE	U+75A5		# <cjk>
0xACCF	U+75A2		# <cjk>
0xACD0	U+75A3		# <cjk>
0xACD1	U+7678		# <cjk>
0xACD2	U+7686		# <cjk>
0xACD3	U+7687		# <cjk>
0xACD4	U+7688		# <cjk>
0xACD5	U+76C8		# <cjk>
0xACD6	U+76C6		# <cjk>
0xACD7	U+76C3		# <cjk>
0xACD8	U+76C5		# <cjk>
0xACD9	U+7701		# <cjk>
0xACDA	U+76F9		# <cjk>
0xACDB	U+76F8		# <cjk>
0xACDC	U+7709		# <cjk>
0xACDD	U+770B		# <cjk>
0xACDE	U+76FE		# <cjk>
0xACDF	U+76FC		# <cjk>
0xACE0	U+7707		# <cjk>
0xACE1	U+77DC		# <cjk>
0xACE2	U+7802		# <cjk>
0xACE3	U+7814		# <cjk>
0xACE4	U+780C		# <cjk>
0xACE5	U+780D		# <cjk>
0xACE6	U+7946		# <cjk>
0xACE7	U+7949		# <cjk>
0xACE8	U+7948		# <cjk>
0xACE9	U+7947		# <cjk>
0xACEA	U+79B9		# <cjk>
0xACEB	U+79BA		# <cjk>
0xACEC	U+79D1		# <cjk>
0xACED	U+79D2		# <cjk>
0xACEE	U+79CB		# <cjk>
0xACEF	U+7A7F		# <cjk>
0xACF0	U+7A81		# <cjk>
0xACF1	U+7AFF		# <cjk>
0xACF2	U+7AFD		# <cjk>
0xACF3	U+7C7D		# <cjk>
0xACF4	U+7D02		# <cjk>
0xACF5	U+7D05		# <cjk>
0xACF6	U+7D00		# <cjk>
0xACF7	U+7D09		# <cjk>
0xACF8	U+7D07		# <cjk>
0xACF9	U+7D04		# <cjk>
0xACFA	U+7D06		# <cjk>
0xACFB	U+7F38		# <cjk>
0xACFC	U+7F8E		# <cjk>
0xACFD	U+7FBF		# <cjk>
0xACFE	U+8004		# <cjk>
0xAD40	U+8010		# <cjk>
0xAD41	U+800D		# <cjk>
0xAD42	U+8011		# <cjk>
0xAD43	U+8036		# <cjk>
0xAD44	U+80D6		# <cjk>
0xAD45	U+80E5		# <cjk>
0xAD46	U+80DA		# <cjk>
0xAD47	U+80C3		# <cjk>
0xAD48	U+80C4		# <cjk>
0xAD49	U+80CC		# <cjk>
0xAD4A	U+80E1		# <cjk>
0xAD4B	U+80DB		# <cjk>
0xAD4C	U+80CE		# <cjk>
0xAD4D	U+80DE		# <cjk>
0xAD4E	U+80E4		# <cjk>
0xAD4F	U+80DD		# <cjk>
0xAD50	U+81F4		# <cjk>
0xAD51	U+8222		# <cjk>
0xAD52	U+82E7		# <cjk>
0xAD53	U+8303		# <cjk>
0xAD54	U+8305		# <cjk>
0xAD55	U+82E3		# <cjk>
0xAD56	U+82DB		# <cjk>
0xAD57	U+82E6		# <cjk>
0xAD58	U+8304		# <cjk>
0xAD59	U+82E5		# <cjk>
0xAD5A	U+8302		# <cjk>
0xAD5B	U+8309		# <cjk>
0xAD5C	U+82D2		# <cjk>
0xAD5D	U+82D7		# <cjk>
0xAD5E	U+82F1		# <cjk>
0xAD5F	U+8301		# <cjk>
0xAD60	U+82DC		# <cjk>
0xAD61	U+82D4		# <cjk>
0xAD62	U+82D1		# <cjk>
0xAD63	U+82DE		# <cjk>
0xAD64	U+82D3		# <cjk>
0xAD65	U+82DF		# <cjk>
0xAD66	U+82EF		# <cjk>
0xAD67	U+8306		# <cjk>
0xAD68	U+8650		# <cjk>
0xAD69	U+8679		# <cjk>
0xAD6A	U+867B		# <cjk>
0xAD6B	U+867A		# <cjk>
0xAD6C	U+884D		# <cjk>
0xAD6D	U+886B		# <cjk>
0xAD6E	U+8981		# <cjk>
0xAD6F	U+89D4		# <cjk>
0xAD70	U+8A08		# <cjk>
0xAD71	U+8A02		# <cjk>
0xAD72	U+8A03		# <cjk>
0xAD73	U+8C9E		# <cjk>
0xAD74	U+8CA0		# <cjk>
0xAD75	U+8D74		# <cjk>
0xAD76	U+8D73		# <cjk>
0xAD77	U+8DB4		# <cjk>
0xAD78	U+8ECD		# <cjk>
0xAD79	U+8ECC		# <cjk>
0xAD7A	U+8FF0		# <cjk>
0xAD7B	U+8FE6		# <cjk>
0xAD7C	U+8FE2		# <cjk>
0xAD7D	U+8FEA		# <cjk>
0xAD7E	U+8FE5		# <cjk>
0xADA1	U+8FED		# <cjk>
0xADA2	U+8FEB		# <cjk>
0xADA3	U+8FE4		# <cjk>
0xADA4	U+8FE8		# <cjk>
0xADA5	U+90CA		# <cjk>
0xADA6	U+90CE		# <cjk>
